"","IDEN3","SERIE","CANSIS","GROUPE","PARCELLE","COMTE","Culture_1","COMMENTA","Duree_1","Duree_1b","Culture_2","Duree_2","Culture_3","Duree_3","Duree_rotation","Dist_Site","Nbre_site","xcoord","ycoord"
"1","AAY016","ARGENTENAY","AAY",1,"016","LAC ST-JEAN OUEST","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,55,7,-8081102.348,6219088.013
"2","AAY027","ARGENTENAY","AAY",1,"027","LAC ST-JEAN OUEST","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,66,7,-8071056.634,6214897.334
"3","AAY033","ARGENTENAY","AAY",1,"033","LAC ST-JEAN OUEST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,26,7,-8085261.461,6224590.841
"4","AAY037","ARGENTENAY","AAY",1,"037","LAC ST-JEAN OUEST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,945,7,-8056100.68,6211806.08
"5","AAY062","ARGENTENAY","AAY",1,"062","LAC ST-JEAN OUEST","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,113,7,-8085402.138,6224741.078
"6","AAY065","ARGENTENAY","AAY",1,"065","LAC ST-JEAN OUEST","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","AGR044","ANGE-GARDIEN","AGR",1,"044","ROUVILLE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,609,7,-8116913.476,5686033.381
"8","AGR045","ANGE-GARDIEN","AGR",1,"045","ROUVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,1119,7,-8120537.601,5672435.283
"9","AGR049","ANGE-GARDIEN","AGR",1,"049","ROUVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,603,7,-8120648.239,5673521.761
"10","AGR050","ANGE-GARDIEN","AGR",1,"050","ROUVILLE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,438,7,-8118554.147,5681136.623
"11","AHG001","ACHIGAN","AHG",2,"001","GATINEAU","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,716,7,-8471378.339,5710879.714
"12","AHG002","ACHIGAN","AHG",2,"002","GATINEAU","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,412,7,-8472538.998,5709646.169
"13","AHG015","ACHIGAN","AHG",2,"015","PONTIAC","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,858,7,-8479738.199,5710782.236
"14","AHG016","ACHIGAN","AHG",2,"016","PONTIAC","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,786,7,-8482112.788,5709974.074
"15","AHG046","ACHIGAN","AHG",2,"046","MONTCALM","2-céréales",NA,3,NA,"pommes de terre",NA,NA,NA,NA,96,7,-8189087.724,5782931.476
"16","AHG047","ACHIGAN","AHG",2,"047","MONTCALM","2-céréales",NA,10,NA,"prairie",NA,NA,NA,NA,165,7,-8185848.975,5783370.011
"17","AHG049","ACHIGAN","AHG",2,"049","MONTCALM","1-prairie",NA,10,NA,"maïs",2,NA,NA,NA,106,7,-8190960.562,5780374.729
"18","AHG050","ACHIGAN","AHG",2,"050","MONTCALM","3-maïs-grain",NA,4,NA,"prairie",NA,NA,NA,NA,159,7,-8190982.429,5780550.862
"19","AHG051","ACHIGAN","AHG",2,"051","MONTCALM","1-prairie",NA,2,NA,"céréales",1,"maïs",1,NA,141,7,-8197460.477,5786385.595
"20","AHG052","ACHIGAN","AHG",2,"052","MONTCALM","5-maïs-ensilage",NA,2,NA,"prairie",NA,NA,NA,NA,113,7,-8197186.273,5786142.012
"21","AHG053","ACHIGAN","AHG",2,"053","MONTCALM","1-prairie",NA,5,NA,"maïs",NA,NA,NA,NA,176,7,-8198055.032,5783784.477
"22","AHG087","ACHIGAN","AHG",2,"087","PONTIAC","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,43,7,-8475583.633,5709944.989
"23","AHG088","ACHIGAN","AHG",2,"088","PONTIAC","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,53,7,-8475581.358,5709883.027
"24","ALB052","ALBANEL","ALB",1,"052","LAC ST-JEAN EST","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,1020,7,-7986144.9,6187647.361
"25","ALB054","ALBANEL","ALB",1,"054","LAC ST-JEAN EST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1118,7,-7985571.866,6187572.97
"26","ALB059","ALBANEL","ALB",1,"059","LAC ST-JEAN OUEST","2-céréales",NA,10,NA,NA,NA,NA,NA,NA,1672,7,-8054891.56,6208063.283
"27","ALB060","ALBANEL","ALB",1,"060","LAC ST-JEAN OUEST","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,827,7,-8061984.746,6207570.757
"28","ALM060","ALMA","ALM",1,"060","CHICOUTIMI","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,53,7,-7905089.124,6172449.085
"29","ALM061","ALMA","ALM",1,"061","CHICOUTIMI","1-prairie",NA,6,NA,"céréales",1,"prairie",5,NA,126,7,-7910476.723,6161157.812
"30","ALM074","ALMA","ALM",1,"074","CHICOUTIMI","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,62,7,-7903142.416,6173940.987
"31","ALM094","ALMA","ALM",1,"094","CHICOUTIMI","2-céréales",NA,10,NA,NA,NA,NA,NA,NA,1368,7,-7906893.705,6171866.839
"32","ALM097","ALMA","ALM",1,"097","CHICOUTIMI","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,619,7,-7900709.118,6172015.061
"33","ANG027","ANGLIER","ANG",1,"027","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,105,7,-8833168.859,6023562.796
"34","ANG030","ANGLIER","ANG",1,"030","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8816460.661,6030038.296
"35","ANG032","ANGLIER","ANG",1,"032","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8840241.794,5996192.016
"36","ANG044","ANGLIER","ANG",1,"044","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,15,7,-8845599.747,6003862.734
"37","ANG047","ANGLIER","ANG",1,"047","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8843885.951,6011232.471
"38","ANG061","ANGLIER","ANG",1,"061","TEMISCAMINGUE","2-céréales","implantation luzerne",NA,NA,NA,NA,NA,NA,NA,130,7,-8837998.535,6029738.271
"39","ANG066","ANGLIER","ANG",1,"066","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,74,7,-8843311.091,6015325.239
"40","ANG067","ANGLIER","ANG",1,"067","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8843699.146,6042335.172
"41","ANG075","ANGLIER","ANG",1,"075","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,293,7,-8833714.22,6024423.293
"42","ANG081","ANGLIER","ANG",1,"081","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,105,7,-8835367.393,6005958.389
"43","APK006","APIKA","APK",1,"006","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,310,7,-8833772.156,6016086.13
"44","APK024","APIKA","APK",1,"024","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8840771.509,6026815.585
"45","APK076","APIKA","APK",1,"076","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8834482.741,6016187.676
"46","APK077","APIKA","APK",1,"077","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,84,7,-8834161.909,6017211.645
"47","APK100","APIKA","APK",1,"100","TEMISCAMINGUE","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,86,7,-8836855.815,6017713.505
"48","APK102","APIKA","APK",1,"102","TEMISCAMINGUE","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8836082.959,6019178.801
"49","ASC053","ASCOT","ASC",3,"053","RICHMOND","5-maïs-ensilage",NA,7,NA,NA,NA,NA,NA,NA,563,7,-7991409.263,5726065.622
"50","ASC054","ASCOT","ASC",3,"054","RICHMOND","1-prairie",NA,4,NA,"friche",NA,NA,NA,NA,1211,7,-7991472.111,5726171.82
"51","ASC056","ASCOT","ASC",3,"056","RICHMOND","5-maïs-ensilage",NA,7,NA,NA,NA,NA,NA,NA,867,7,-8003860.642,5724640.449
"52","ASC059","ASCOT","ASC",3,"059","RICHMOND","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,636,7,-8004050.454,5724414.439
"53","ASC061","ASCOT","ASC",3,"061","RICHMOND","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,831,7,-7994263.737,5725457.237
"54","ASC067","ASCOT","ASC",3,"067","RICHMOND","2-céréales",NA,5,NA,"prairie",NA,NA,NA,NA,996,7,-7994757.551,5725859.639
"55","ASC069","ASCOT","ASC",3,"069","RICHMOND","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,1055,7,-7994674.204,5725811.383
"56","AST60","ASTON","AST",2,"60","ST-HYACINTHE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,576,7,-8128194.443,5718899.224
"57","AST61","ASTON","AST",2,"61","ST-HYACINTHE","3-maïs-grain",NA,10,"10 ans +",NA,NA,NA,NA,NA,101,7,-8128894.031,5715794.821
"58","AST62","ASTON","AST",2,"62","RICHELIEU","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,159,7,-8127807.818,5760116.943
"59","AST63","ASTON","AST",2,"63","ST-HYACINTHE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,896,7,-8129859.696,5723943.72
"60","BAB004","BABY","BAB",1,"004","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8827786.136,5998736.833
"61","BAB037","BABY","BAB",1,"037","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,15,7,-8843192.431,6020322.781
"62","BAB052","BABY","BAB",1,"052","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8850113.557,6052241.753
"63","BAB063","BABY","BAB",1,"063","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8828416,5994620.135
"64","BAB068","BABY","BAB",1,"068","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8843369.02,6021916.638
"65","BAB070","BABY","BAB",1,"070","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8843289.485,6021915.479
"66","BAB087","BABY","BAB",1,"087","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8828314.571,5976681.725
"67","BAB093","BABY","BAB",1,"093","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,125,7,-8837804.909,5968935.547
"68","BBO023","BEARBROOK","BBO",1,"023","VAUDREUIL","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,886,7,-8260791.07,5697130.003
"69","BBO024","BEARBROOK","BBO",1,"024","VAUDREUIL","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,849,7,-8260303.965,5697002.689
"70","BBO030","BEARBROOK","BBO",1,"030","VAUDREUIL","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,671,7,-8268157.072,5697128.305
"71","BBO031","BEARBROOK","BBO",1,"031","VAUDREUIL","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,1647,7,-8226819.357,5680243.755
"72","BBO039","BEARBROOK","BBO",1,"039","VAUDREUIL","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1289,7,-8226716.732,5679994.157
"73","BCL009","BOUCHERVILLE","BCL",1,"009","ROUVILLE","1-prairie",NA,5,"5-6 ans",NA,NA,NA,NA,NA,469,7,-8149209.713,5688256.411
"74","BCL010","BOUCHERVILLE","BCL",1,"010","ROUVILLE","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,604,7,-8151285.445,5679234.347
"75","BCL019","BOUCHERVILLE","BCL",1,"019","VERCHERES","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,75,7,-8149439.009,5747944.172
"76","BCL022","BOUCHERVILLE","BCL",1,"022","VERCHERES","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,74,7,-8149398.968,5748108.201
"77","BCL026","BOUCHERVILLE","BCL",1,"026","VERCHERES","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,74,7,-8149451.589,5748258.876
"78","BCT017","BOUCHETTE","BCT",1,"017","GATINEAU","1-prairie",NA,3,NA,"céréales",2,NA,NA,NA,815,7,-8454466.655,5816593.164
"79","BCT018","BOUCHETTE","BCT",1,"018","GATINEAU","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,433,7,-8453938.671,5816103.679
"80","BCT085","BOUCHETTE","BCT",1,"085","GATINEAU","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,93,7,-8454451.291,5816985.381
"81","BCT086","BOUCHETTE","BCT",1,"086","GATINEAU","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,43,7,-8451352.046,5816182.426
"82","BDF20","BEDFORD","BDF",1,"20","BAGOT","3-maïs-grain",NA,7,"7-8 ans",NA,NA,NA,NA,NA,1086,7,-8088613.58,5739460.256
"83","BDF21","BEDFORD","BDF",1,"21","BAGOT","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1212,7,-8088985.054,5739625.647
"84","BDF22","BEDFORD","BDF",1,"22","BAGOT","3-maïs-grain",NA,7,"7-8 ans",NA,NA,NA,NA,NA,804,7,-8087632.011,5738745.653
"85","BDF23","BEDFORD","BDF",1,"23","BAGOT","1-prairie",NA,2,NA,NA,NA,NA,NA,NA,928,7,-8088271.845,5739194.509
"86","BDO052","BRANDON","BDO",1,"052","CHAMPLAIN","2-céréales",NA,2,NA,"maïs",5,NA,NA,NA,576,7,-8074070.407,5891294.139
"87","BDO053","BRANDON","BDO",1,"053","CHAMPLAIN","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,591,7,-8075933.327,5891112.627
"88","BDO054","BRANDON","BDO",1,"054","CHAMPLAIN","1-prairie",NA,3,NA,"maïs",4,NA,NA,NA,651,7,-8073713.44,5891136.854
"89","BDO059","BRANDON","BDO",1,"059","CHAMPLAIN","2-céréales",NA,4,NA,"prairie",NA,NA,NA,NA,505,7,-8074529.455,5890313.423
"90","BDO060","BRANDON","BDO",1,"060","CHAMPLAIN","1-prairie",NA,3,NA,"céréales",1,"prairie",NA,NA,502,7,-8074672.667,5890589.123
"91","BDO061","BRANDON","BDO",1,"061","CHAMPLAIN","1-prairie",NA,3,NA,"céréales",1,"prairie",NA,NA,1047,7,-8074532.409,5890634.042
"92","BEA008","BEARN","BEA",1,"008","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,143,7,-8838168.384,5971699.263
"93","BEA014","BEARN","BEA",1,"014","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,310,7,-8841410.171,5966673.669
"94","BEA019","BEARN","BEA",1,"019","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8829825.165,5976223.192
"95","BEA038","BEARN","BEA",1,"038","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,84,7,-8759389.515,6040508.213
"96","BEA058","BEARN","BEA",1,"058","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,15,7,-8833941.296,6031777.293
"97","BEA072","BEARN","BEA",1,"072","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8839626.426,5987410.156
"98","BEA085","BEARN","BEA",1,"085","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8828306.256,5976605.953
"99","BEA109","BEARN","BEA",1,"109","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,29,7,-8842718.365,6008081.468
"100","BET001","BEAUDETTE","BET",1,"001","SOULANGES","3-maïs-grain",NA,12,NA,NA,NA,NA,NA,NA,1452,7,-8283328.434,5664405.662
"101","BET002","BEAUDETTE","BET",1,"002","SOULANGES","6-autres","luzerne",5,NA,NA,NA,NA,NA,NA,861,7,-8283972.676,5663975.757
"102","BET005","BEAUDETTE","BET",1,"005","SOULANGES","3-maïs-grain",NA,7,NA,NA,NA,NA,NA,NA,1223,7,-8265794.537,5669874
"103","BET006","BEAUDETTE","BET",1,"006","SOULANGES","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,1231,7,-8264591.967,5671562.383
"104","BET015","BEAUDETTE","BET",1,"015","SOULANGES","2-céréales",NA,8,NA,NA,NA,NA,NA,NA,777,7,-8280771.355,5665543.285
"105","BET016","BEAUDETTE","BET",1,"016","SOULANGES","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,790,7,-8280684.241,5665309.964
"106","BET017","BEAUDETTE","BET",1,"017","SOULANGES","1-prairie",NA,5,"5-7 ans",NA,NA,NA,NA,NA,1001,7,-8274670.813,5654566.192
"107","BET018","BEAUDETTE","BET",1,"018","SOULANGES","3-maïs-grain",NA,7,NA,NA,NA,NA,NA,NA,856,7,-8273968.21,5654175.987
"108","BET801","BEAUDETTE","BET",1,"801","SOULANGES","3-maïs-grain",NA,6,NA,NA,NA,NA,NA,NA,602,7,-8283854.634,5666418.842
"109","BHI004","BERTHIER","BHI",1,"004","BERTHIER","1-prairie",NA,12,NA,NA,NA,NA,NA,NA,49,7,-8138699.216,5805621.146
"110","BHI007","BERTHIER","BHI",1,"007","BERTHIER","5-maïs-ensilage",NA,2,NA,"prairie",4,NA,NA,NA,63,7,-8150808.706,5796664.654
"111","BHI008","BERTHIER","BHI",1,"008","BERTHIER","1-prairie",NA,4,NA,"céréales",2,NA,NA,NA,60,7,-8150732.532,5796200.888
"112","BHI009","BERTHIER","BHI",1,"009","BERTHIER","2-céréales","orge",2,NA,"maïs",2,NA,NA,NA,36,7,-8150569.238,5797861.609
"113","BHI015","BERTHIER","BHI",1,"015","BERTHIER","5-maïs-ensilage",NA,2,NA,"sarrasin",1,NA,NA,NA,32,7,-8137602.516,5806002.959
"114","BHI024","BERTHIER","BHI",1,"024","BERTHIER","2-céréales",NA,2,NA,"prairie",NA,NA,NA,NA,51,7,-8137853.693,5806085.287
"115","BMP57","BROMPTON","BMP",3,"57","ARTHABASKA","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,612,7,-7994334.563,5775286.132
"116","BMP59","BROMPTON","BMP",3,"59","ARTHABASKA","3-maïs-grain",NA,6,NA,NA,NA,NA,NA,NA,604,7,-7996538.645,5770098.805
"117","BMP65","BROMPTON","BMP",3,"65","ARTHABASKA","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,1020,7,-7996971.676,5769639.911
"118","BMP67","BROMPTON","BMP",3,"67","ARTHABASKA","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1410,7,-8007909.005,5761383.982
"119","BTC025","BATISCAN","BTC",1,"025","CHAMPLAIN","2-céréales",NA,2,NA,"maïs",NA,NA,NA,NA,786,7,-8045365.218,5853694.7
"120","BTC026","BATISCAN","BTC",1,"026","CHAMPLAIN","3-maïs-grain",NA,3,NA,"prairie",3,NA,NA,NA,538,7,-8045846.182,5853680.176
"121","BTC027","BATISCAN","BTC",1,"027","CHAMPLAIN","1-prairie",NA,5,NA,"maïs",NA,NA,NA,NA,587,7,-8045562.823,5854984.835
"122","BTC028","BATISCAN","BTC",1,"028","CHAMPLAIN","3-maïs-grain",NA,5,NA,"céréales",2,"maïs",8,NA,570,7,-8045069.507,5856286.557
"123","BTC035","BATISCAN","BTC",1,"035","CHAMPLAIN","1-prairie",NA,2,NA,"maïs",NA,"céréales",NA,NA,674,7,-8046273.275,5854644.075
"124","BTC036","BATISCAN","BTC",1,"036","CHAMPLAIN","1-prairie",NA,3,NA,"maïs",NA,NA,NA,NA,519,7,-8046645.806,5852545.045
"125","BTC037","BATISCAN","BTC",1,"037","CHAMPLAIN","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,116,7,-8046060.974,5853000.698
"126","BTC038","BATISCAN","BTC",1,"038","CHAMPLAIN","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,1135,7,-8047642.33,5853177.003
"127","BUG048","BOURGET","BUG",1,"048","CHICOUTIMI","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,131,7,-7936340.967,6212846.446
"128","BUG049","BOURGET","BUG",1,"049","CHICOUTIMI","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,69,7,-7934419.673,6205858.986
"129","BUG056","BOURGET","BUG",1,"056","CHICOUTIMI","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,266,7,-7915964.385,6160370.498
"130","BUG057","BOURGET","BUG",1,"057","CHICOUTIMI","1-prairie",NA,2,NA,"céréales",1,"prairie",4,NA,47,7,-7912589.502,6162780.285
"131","BUG090","BOURGET","BUG",1,"090","CHICOUTIMI","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,922,7,-7915993.926,6159259.647
"132","BUG091","BOURGET","BUG",1,"091","CHICOUTIMI","2-céréales",NA,3,"3 ans et plus",NA,NA,NA,NA,NA,521,7,-7917984.117,6159948.247
"133","BUL066","BULLARD","BUL",1,"066","BEAUCE","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,651,7,-7881986.221,5817874.363
"134","BUL067","BULLARD","BUL",1,"067","BEAUCE NORD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,730,7,-7892828.429,5832435.669
"135","BUL068","BULLARD","BUL",1,"068","BEAUCE NORD","5-maïs-ensilage",NA,16,NA,NA,NA,NA,NA,NA,1168,7,-7897487.101,5801485.549
"136","BUL070","BULLARD","BUL",1,"070","BEAUCE SUD","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,769,7,-7893698.939,5807151.178
"137","BUX047","BOTREAUX","BUX",2,"047","HUNTINGDON","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,542,7,-8238553.728,5628089.524
"138","BUX048","BOTREAUX","BUX",2,"048","HUNTINGDON","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,571,7,-8254718.907,5622912.495
"139","BUX049","BOTREAUX","BUX",2,"049","HUNTINGDON","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,728,7,-8238835.437,5627772.265
"140","BUX050","BOTREAUX","BUX",2,"050","HUNTINGDON","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,554,7,-8255003.902,5622910.271
"141","BVG020","BEAURIVAGE","BVG",2,"020","MEGANTIC","4-pommes de terre",NA,1,NA,NA,NA,NA,NA,NA,763,7,-7963138.417,5833313.536
"142","BVG021","BEAURIVAGE","BVG",2,"021","MEGANTIC","5-maïs-ensilage",NA,15,NA,NA,NA,NA,NA,NA,1190,7,-7964665.319,5837663.023
"143","BVG022","BEAURIVAGE","BVG",2,"022","MEGANTIC","4-pommes de terre",NA,2,NA,NA,NA,NA,NA,NA,920,7,-7966924.141,5839638.8
"144","BVG023","BEAURIVAGE","BVG",2,"023","MEGANTIC","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,856,7,-7962742.439,5833141.778
"145","BVG026","BEAURIVAGE","BVG",2,"026","BEAUCE NORD","5-maïs-ensilage",NA,8,NA,NA,NA,NA,NA,NA,912,7,-7923030.334,5869962.757
"146","BVG031","BEAURIVAGE","BVG",2,"031","LOTBINIERE","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,956,7,-7954778.119,5843424.056
"147","BVG062","BEAURIVAGE","BVG",2,"062","LOTBINIERE","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,734,7,-7955535.27,5843825.8
"148","BVG063","BEAURIVAGE","BVG",2,"063","LOTBINIERE","2-céréales",NA,6,NA,NA,NA,NA,NA,NA,644,7,-7956813.366,5844346.024
"149","CCO037","COATICOOK","CCO",1,"037","SHERBROOKE","3-maïs-grain",NA,3,NA,"prairie",NA,NA,NA,NA,507,7,-7990633.165,5676463.268
"150","CCO038","COATICOOK","CCO",1,"038","SHERBROOKE","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,515,7,-7995042.685,5679256.971
"151","CCO047","COATICOOK","CCO",1,"047","SHERBROOKE","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,455,7,-7995020.798,5679502.24
"152","CCO050","COATICOOK","CCO",1,"050","SHERBROOKE","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,387,7,-7990776.988,5676454.205
"153","CCO057","COATICOOK","CCO",1,"057","RICHMOND","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,806,7,-8024554.583,5727519.8
"154","CCO058","COATICOOK","CCO",1,"058","RICHMOND","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,1024,7,-8024508.768,5727251.786
"155","CCO060","COATICOOK","CCO",1,"060","RICHMOND","5-maïs-ensilage",NA,2,NA,NA,NA,NA,NA,NA,636,7,-8024722.164,5727236.25
"156","CCO064","COATICOOK","CCO",1,"064","RICHMOND","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,429,7,-8028133.443,5726188.368
"157","CCU062","CHICOUTIMI","CCU",1,"062","CHICOUTIMI","1-prairie",NA,2,NA,NA,NA,NA,NA,NA,367,7,-7903226.075,6168755.839
"158","CCU063","CHICOUTIMI","CCU",1,"063","CHICOUTIMI","1-prairie",NA,7,NA,"céréales",1,"prairie",5,NA,117,7,-7897333.387,6172969.701
"159","CCU064","CHICOUTIMI","CCU",1,"064","CHICOUTIMI","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,140,7,-7896956.568,6173268.136
"160","CCU069","CHICOUTIMI","CCU",1,"069","CHICOUTIMI","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,129,7,-7897416.087,6173563.198
"161","CCU072","CHICOUTIMI","CCU",1,"072","CHICOUTIMI","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,34,7,-7899706.004,6170438.077
"162","CCU073","CHICOUTIMI","CCU",1,"073","CHICOUTIMI","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,48,7,-7899597.441,6170373.395
"163","CCU076","CHICOUTIMI","CCU",1,"076","CHICOUTIMI","2-céréales",NA,12,NA,NA,NA,NA,NA,NA,752,7,-7905853.018,6173381.887
"164","CCU089","CHICOUTIMI","CCU",1,"089","CHICOUTIMI","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,1037,7,-7900953.246,6171009.959
"165","CCU092","CHICOUTIMI","CCU",1,"092","CHICOUTIMI","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,794,7,-7905963.454,6174001.231
"166","CCU093","CHICOUTIMI","CCU",1,"093","CHICOUTIMI","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,769,7,-7905832.63,6173921.185
"167","CCU101","CHICOUTIMI","CCU",1,"101","CHICOUTIMI","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,704,7,-7904470.59,6175488.759
"168","CEG011","CHATEAUGUAY","CEG",1,"011","L'ASSOMPTION","3-maïs-grain",NA,3,NA,"prairie",NA,NA,NA,NA,527,7,-8193406.061,5760334.432
"169","CEG012","CHATEAUGUAY","CEG",1,"012","L'ASSOMPTION","1-prairie",NA,5,NA,"maïs",NA,NA,NA,NA,333,7,-8193403.093,5760104.389
