"","IDEN3","SERIE","CANSIS","GROUPE","PARCELLE","COMTE","Culture_1","COMMENTA","Duree_1","Duree_1b","Culture_2","Duree_2","Culture_3","Duree_3","Duree_rotation","Dist_Site","Nbre_site","xcoord","ycoord"
"710","RXT002","ROXTON","RXT",3,"002","SHEFFORD","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,1154,7,-8103875.267,5686522.6
"711","RXT005","ROXTON","RXT",3,"005","SHEFFORD","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,1441,7,-8103061.12,5686464.363
"712","RXT006","ROXTON","RXT",3,"006","SHEFFORD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,870,7,-8104476.616,5683412.1
"713","RXT015","ROXTON","RXT",3,"015","SHEFFORD","2-céréales",NA,1,NA,"maïs",5,NA,NA,NA,769,7,-8103896.301,5678626.696
"714","RXT019","ROXTON","RXT",3,"019","SHEFFORD","6-autres","pommiers",NA,NA,NA,NA,NA,NA,NA,623,7,-8098143.02,5697388.727
"715","SAB015","ST-BLAISE","SAB",1,"015","ST-JEAN","3-maïs-grain",NA,16,NA,NA,NA,NA,NA,NA,868,7,-8166376.886,5656540.575
"716","SAB016","ST-BLAISE","SAB",1,"016","NAPIERVILLE","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,1037,7,-8167120.122,5655844.405
"717","SAB017","ST-BLAISE","SAB",1,"017","NAPIERVILLE","3-maïs-grain",NA,16,NA,NA,NA,NA,NA,NA,710,7,-8171227.832,5640474.869
"718","SAB018","ST-BLAISE","SAB",1,"018","NAPIERVILLE","1-prairie",NA,5,"5-6 ans",NA,NA,NA,NA,NA,1105,7,-8171672.213,5643428.675
"719","SAL24","STE-HELENE","SAL",2,"24","BAGOT","3-maïs-grain",NA,2,"2-3 ans",NA,NA,NA,NA,NA,1021,7,-8097724.437,5742426.676
"720","SAL33","STE-HELENE","SAL",2,"33","DRUMMOND","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,1488,7,-8094089.907,5745939.61
"721","SAL34","STE-HELENE","SAL",2,"34","DRUMMOND","3-maïs-grain",NA,7,"7-8 ans",NA,NA,NA,NA,NA,1561,7,-8094669.88,5744611.914
"722","SAL35","STE-HELENE","SAL",2,"35","DRUMMOND","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,1463,7,-8095156.342,5744769.51
"723","SBE022","ST-BERNARD","SBE",2,"022","GATINEAU","1-prairie",NA,20,NA,NA,NA,NA,NA,NA,79,7,-8452439.687,5694301.912
"724","SBE023","ST-BERNARD","SBE",2,"023","GATINEAU","6-autres","maraicher crucifères",25,NA,NA,NA,NA,NA,NA,88,7,-8446681.438,5688142.591
"725","SBE024","ST-BERNARD","SBE",2,"024","ARGENTEUIL","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,787,7,-8273182.15,5712945.018
"726","SBE056","ST-BERNARD","SBE",1,"056","MONTCALM","5-maïs-ensilage",NA,8,NA,"prairie",NA,NA,NA,NA,91,7,-8198295.515,5770635.529
"727","SBE057","ST-BERNARD","SBE",1,"057","MONTCALM","1-prairie",NA,6,NA,"maïs",NA,NA,NA,NA,94,7,-8198292.058,5769946.32
"728","SBE058","ST-BERNARD","SBE",1,"058","TERREBONNE","2-céréales",NA,3,NA,"prairie",NA,NA,NA,NA,15,7,-8225498.043,5721829.387
"729","SBE059","ST-BERNARD","SBE",1,"059","DEUX-MONTAGNES","6-autres","choux + laitue",25,NA,NA,NA,NA,NA,NA,62,5,-8234875.163,5713655.269
"730","SBL09","ST-AMABLE","SBL",2,"09","NICOLET","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,739,7,-8054071.938,5811123.589
"731","SBL10","ST-AMABLE","SBL",2,"10","NICOLET","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,383,7,-8053899.659,5811305.663
"732","SBL14","ST-AMABLE","SBL",2,"14","NICOLET","3-maïs-grain",NA,15,"15-20 ans",NA,NA,NA,NA,NA,1302,7,-8077408.976,5815802.101
"733","SBL28","ST-AMABLE","SBL",2,"28","NICOLET","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,957,7,-8075921.15,5807536.857
"734","SBL54","ST-AMABLE","SBL",2,"54","NICOLET","4-pommes de terre",NA,NA,NA,"céréales",NA,NA,NA,NA,1035,7,-8056032.833,5791865.657
"735","SBL56","ST-AMABLE","SBL",2,"56","NICOLET","4-pommes de terre",NA,3,NA,NA,NA,NA,NA,NA,1291,7,-8069162.42,5804266.705
"736","SBO025","SHERBROOKE","SBO",3,"025","SHERBROOKE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,654,7,-7992686.558,5652082.598
"737","SBO048","SHERBROOKE","SBO",3,"048","COMPTON","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,709,7,-7991391.614,5667800.858
"738","SBO050","SHERBROOKE","SBO",3,"050","SHERBROOKE","3-maïs-grain",NA,6,NA,NA,NA,NA,NA,NA,569,7,-7993574.505,5653926.753
"739","SBO052","SHERBROOKE","SBO",3,"052","SHERBROOKE","4-pommes de terre",NA,2,NA,"millet",1,NA,NA,NA,746,7,-7990731.315,5668945.056
"740","SBO055","SHERBROOKE","SBO",3,"055","SHERBROOKE","3-maïs-grain",NA,6,NA,NA,NA,NA,NA,NA,577,7,-7992854.653,5653196.082
"741","SBO056","SHERBROOKE","SBO",3,"056","SHERBROOKE","2-céréales",NA,1,NA,"maïs",4,"céréales",1,NA,734,7,-7991892.75,5653134.057
"742","SBO057","SHERBROOKE","SBO",3,"057","SHERBROOKE","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,763,7,-7992047.126,5652972.263
"743","SBO058","SHERBROOKE","SBO",3,"058","SHERBROOKE","1-prairie",NA,2,NA,"céréales",3,NA,NA,NA,518,7,-7992775.481,5652487.811
"744","SBO061","SHERBROOKE","SBO",3,"061","SHERBROOKE","2-céréales",NA,1,NA,"maïs",3,NA,NA,NA,854,7,-7991327.166,5652938.34
"745","SBR005","STE-BARBE","SBR",1,"005","HUNTINGDON","1-prairie",NA,4,NA,"maïs",NA,NA,NA,NA,956,7,-8258288.139,5646669.093
"746","SBR033","STE-BARBE","SBR",1,"033","BEAUHARNOIS","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,660,7,-8254490.02,5649959.86
"747","SBR034","STE-BARBE","SBR",1,"034","BEAUHARNOIS","1-prairie",NA,3,NA,"maïs",2,"prairie",5,NA,1258,7,-8254212.921,5649357.861
"748","SBR035","STE-BARBE","SBR",1,"035","BEAUHARNOIS","6-autres","maïs conserverie",1,NA,"pois",1,NA,NA,NA,1106,7,-8253661.155,5648895.119
"749","SBR036","STE-BARBE","SBR",1,"036","HUNTINGDON","3-maïs-grain",NA,11,NA,"céréales",1,"maïs",8,NA,858,7,-8256427.022,5649939.479
"750","SBR037","STE-BARBE","SBR",1,"037","HUNTINGDON","5-maïs-ensilage",NA,7,NA,"céréales",1,"maïs",5,NA,727,7,-8257765.535,5648328.628
"751","SBR038","STE-BARBE","SBR",1,"038","HUNTINGDON","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,844,7,-8257673.752,5648398.761
"752","SBV011","SABREVOIS","SBV",1,"011","ROUVILLE","1-prairie",NA,5,"5-6 ans",NA,NA,NA,NA,NA,1515,7,-8149740.47,5688209.927
"753","SBV012","SABREVOIS","SBV",1,"012","ROUVILLE","3-maïs-grain",NA,5,"5-6 ans",NA,NA,NA,NA,NA,711,7,-8137480.375,5682973.544
"754","SBV013","SABREVOIS","SBV",1,"013","ROUVILLE","3-maïs-grain",NA,6,"6-7 ans",NA,NA,NA,NA,NA,1108,7,-8146921.02,5683542.342
"755","SBV014","SABREVOIS","SBV",1,"014","ROUVILLE","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,1131,7,-8147599.999,5683490.749
"756","SBV46","SABREVOIS","SBV",1,"46","D'IBERVILLE","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,142,7,-8151247.929,5650896.51
"757","SBV47","SABREVOIS","SBV",1,"47","D'IBERVILLE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,39,7,-8150169.07,5651573.135
"758","SBV48","SABREVOIS","SBV",1,"48","D'IBERVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,1212,7,-8151953.052,5649195.957
"759","SBV51","SABREVOIS","SBV",1,"51","D'IBERVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,43,7,-8150169.166,5651476.586
"760","SCE045","ST-ANICET","SCE",1,"045","HUNTINGDON","3-maïs-grain",NA,20,NA,NA,NA,NA,NA,NA,1036,7,-8273551.225,5628881.556
"761","SCE046","ST-ANICET","SCE",1,"046","HUNTINGDON","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,542,7,-8270396.945,5629361.146
"762","SCE051","ST-ANICET","SCE",1,"051","HUNTINGDON","1-prairie",NA,14,NA,NA,NA,NA,NA,NA,600,7,-8273287.8,5628990.785
"763","SCE052","ST-ANICET","SCE",1,"052","BEAUHARNOIS","2-céréales",NA,3,NA,"maïs",3,"céréales",3,NA,430,7,-8244996.218,5649956.367
"764","SCE053","ST-ANICET","SCE",1,"053","BEAUHARNOIS","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1156,7,-8244903.157,5650127.911
"765","SCE054","ST-ANICET","SCE",1,"054","BEAUHARNOIS","3-maïs-grain",NA,6,NA,NA,NA,NA,NA,NA,673,7,-8245158.837,5649897.326
"766","SCE055","ST-ANICET","SCE",1,"055","HUNTINGDON","3-maïs-grain",NA,17,NA,NA,NA,NA,NA,NA,705,7,-8271480.918,5645493.461
"767","SCO090","ST-PACOME","SCO",2,"090","KAMOURASKA","4-pommes de terre",NA,7,NA,NA,NA,NA,NA,NA,569,7,-7755833.682,6058167.01
"768","SCO091","ST-PACOME","SCO",2,"091","KAMOURASKA","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,538,7,-7756064.88,6058080.957
"769","SCO092","ST-PACOME","SCO",2,"092","KAMOURASKA","5-maïs-ensilage",NA,7,NA,NA,NA,NA,NA,NA,404,7,-7771684.259,6022838.969
"770","SCO096","ST-PACOME","SCO",2,"096","KAMOURASKA","4-pommes de terre",NA,2,NA,"prairie",1,NA,NA,NA,776,7,-7757700.089,6056196.502
"771","SCO097","ST-PACOME","SCO",2,"097","KAMOURASKA","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,440,7,-7755348.906,6057867.834
"772","SCO098","ST-PACOME","SCO",2,"098","KAMOURASKA","4-pommes de terre",NA,6,NA,NA,NA,NA,NA,NA,484,7,-7771526.431,6022912.775
"773","SCS013","ST-NICOLAS","SCS",2,"013","LEVIS","4-pommes de terre",NA,2,NA,NA,NA,NA,NA,NA,1076,7,-7946997.75,5891028.824
"774","SCS014","ST-NICOLAS","SCS",2,"014","LEVIS","4-pommes de terre",NA,2,NA,NA,NA,NA,NA,NA,778,7,-7950284.736,5893475.546
"775","SCS021","ST-NICOLAS","SCS",2,"021","BELLECHASSE","5-maïs-ensilage",NA,3,NA,"maïs",NA,NA,NA,NA,937,7,-7891713.207,5918725.667
"776","SCS022","ST-NICOLAS","SCS",2,"022","BELLECHASSE","4-pommes de terre",NA,2,NA,"céréales",1,NA,NA,NA,560,7,-7894420.6,5916719.838
"777","SCS023","ST-NICOLAS","SCS",2,"023","BELLECHASSE","4-pommes de terre",NA,10,NA,"2-1-2",NA,NA,NA,NA,559,7,-7901813.717,5914541.747
"778","SCS024","ST-NICOLAS","SCS",2,"024","BELLECHASSE","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,620,7,-7895836.955,5916992.616
"779","SCS025","ST-NICOLAS","SCS",2,"025","BELLECHASSE","1-prairie","luzerne",4,NA,NA,NA,NA,NA,NA,620,7,-7897507.549,5915402.335
"780","SCS026","ST-NICOLAS","SCS",2,"026","BELLECHASSE","1-prairie","luzerne",5,NA,NA,NA,NA,NA,NA,585,7,-7894828.944,5918267.623
"781","SDR036","ST-ANDRE","SDR",2,"036","BELLECHASSE","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,736,7,-7889007.954,5894894.828
"782","SDR037","ST-ANDRE","SDR",2,"037","BELLECHASSE","2-céréales",NA,8,NA,NA,NA,NA,NA,NA,441,7,-7889260.983,5896460.391
"783","SDR038","ST-ANDRE","SDR",2,"038","BELLECHASSE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,427,7,-7889488.301,5896106.595
"784","SDR039","ST-ANDRE","SDR",2,"039","BELLECHASSE","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,1042,7,-7885934.361,5895534.724
"785","SDR040","ST-ANDRE","SDR",2,"040","BELLECHASSE","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,751,7,-7887883.372,5895098.726
"786","SDR041","ST-ANDRE","SDR",2,"041","BELLECHASSE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,618,7,-7888139.417,5894920.661
"787","SDR046","ST-ANDRE","SDR",2,"046","ISLET","4-pommes de terre",NA,15,NA,NA,NA,NA,NA,NA,420,7,-7811787.152,5988378.303
"788","SDR063","ST-ANDRE","SDR",2,"063","RIMOUSKI","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,379,7,-7599483.649,6204792.98
"789","SDR064","ST-ANDRE","SDR",2,"064","RIMOUSKI","4-pommes de terre",NA,4,NA,"prairie",NA,NA,NA,NA,615,7,-7598296.305,6204220.761
"790","SDR070","ST-ANDRE","SDR",2,"070","RIMOUSKI","1-prairie","luzerne",3,NA,NA,NA,NA,NA,NA,671,7,-7607270.702,6194220.951
"791","SDR072","ST-ANDRE","SDR",2,"072","MATANE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,395,7,-7599570.789,6204494.764
"792","SDR073","ST-ANDRE","SDR",2,"073","MATANE","1-prairie",NA,3,NA,"pommes de terre",NA,NA,NA,NA,583,7,-7598429.042,6204133.49
"793","SDR074","ST-ANDRE","SDR",2,"074","MATANE","4-pommes de terre",NA,NA,NA,"pommes de terre",NA,NA,NA,NA,396,7,-7599236.364,6204598.062
"794","SDR075","ST-ANDRE","SDR",2,"075","MATANE","1-prairie",NA,2,NA,"pommes de terre",NA,NA,NA,NA,433,7,-7599211.074,6204755.286
"795","SDR078","ST-ANDRE","SDR",2,"078","RIMOUSKI","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,733,7,-7598485.992,6199022.837
"796","SDR081","ST-ANDRE","SDR",2,"081","ISLET","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,668,7,-7811485.785,5988348.374
"797","SDR084","ST-ANDRE","SDR",2,"084","L'ISLET","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,654,7,-7820193.674,5967620.212
"798","SDR087","ST-ANDRE","SDR",2,"087","ISLET","6-autres","poireaux",1,NA,"pommes de terre",1,NA,NA,NA,234,7,-7806699.507,5994323.089
"799","SDR088","ST-ANDRE","SDR",2,"088","KAMOURASKA","4-pommes de terre",NA,2,NA,"céréales",1,NA,NA,NA,625,7,-7758063.814,6053956.115
"800","SDR089","ST-ANDRE","SDR",2,"089","KAMOURASKA","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,489,7,-7758177.284,6053753.627
"801","SDR091","ST-ANDRE","SDR",2,"091","L'ISLET","4-pommes de terre",NA,2,NA,"céréales",2,NA,NA,NA,1130,7,-7819882.494,5968037.707
"802","SDR093","ST-ANDRE","SDR",2,"093","KAMOURASKA","6-autres","poireaux",6,NA,NA,NA,NA,NA,NA,299,7,-7806760.48,5994286.951
"803","SDR094","ST-ANDRE","SDR",2,"094","KAMOURASKA","4-pommes de terre",NA,6,NA,"céréales",1,NA,NA,NA,698,7,-7757806.818,6054183.867
"804","SDR095","ST-ANDRE","SDR",2,"095","KAMOURASKA","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,670,7,-7757479.147,6054557.555
"805","SEG31","STE-BRIGIDE","SEG",1,"31","IBERVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,159,7,-8144863.842,5656157.583
"806","SEG32","STE-BRIGIDE","SEG",1,"32","IBERVILLE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,600,7,-8143769.284,5655709.961
"807","SEG33","STE-BRIGIDE","SEG",1,"33","IBERVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,70,7,-8143551.948,5655903.435
"808","SEG34","STE-BRIGIDE","SEG",1,"34","IBERVILLE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,159,7,-8148504.532,5651830.85
"809","SEO006","STE-PHILOMENE","SEO",2,"006","HUNTINGDON","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,842,7,-8276398.489,5625086.453
"810","SEO028","STE-PHILOMENE","SEO",2,"028","VAUDREUIL","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,542,7,-8278247.05,5706788.168
"811","SEO029","STE-PHILOMENE","SEO",2,"029","VAUDREUIL","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,379,7,-8278221.72,5707072.113
"812","SEO043","STE-PHILOMENE","SEO",2,"043","HUNTINGDON","3-maïs-grain",NA,20,NA,NA,NA,NA,NA,NA,823,7,-8276430.878,5629877.798
"813","SEO044","STE-PHILOMENE","SEO",2,"044","HUNTINGDON","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,758,7,-8276488.156,5629027.227
"814","SFC003","ST-FRANCOIS","SFC",2,"003","SHEFFORD","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,654,7,-8077372.663,5712451.072
"815","SFC020","ST-FRANCOIS","SFC",2,"020","SHEFFORD","5-maïs-ensilage",NA,8,NA,NA,NA,NA,NA,NA,709,7,-8071615.936,5710431.251
"816","SFC021","ST-FRANCOIS","SFC",2,"021","SHEFFORD","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,24,7,-8070627.851,5709687.978
"817","SFC025","ST-FRANCOIS","SFC",2,"025","SHEFFORD","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,529,7,-8074527.607,5713437.45
"818","SFC026","ST-FRANCOIS","SFC",2,"026","SHEFFORD","1-prairie",NA,1,NA,"sorgho",1,"sarrasin",1,NA,493,7,-8076439.527,5716325.15
"819","SGB005","ST-GABRIEL","SGB",2,"005","PAPINEAU","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,119,7,-8355073.035,5750901.696
"820","SGB006","ST-GABRIEL","SGB",2,"006","PAPINEAU","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,98,7,-8356306.884,5750972.614
"821","SGB007","ST-GABRIEL","SGB",2,"007","PAPINEAU","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,122,7,-8350334.643,5742173.165
"822","SGB008","ST-GABRIEL","SGB",2,"008","PAPINEAU","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,204,7,-8345988.997,5748197.476
"823","SGB009","ST-GABRIEL","SGB",2,"009","PAPINEAU","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,28,7,-8339558.622,5753179.499
"824","SHD021","SHELDON","SHD",1,"021","COMPTON","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,799,7,-7993055.551,5665429.562
"825","SHD022","SHELDON","SHD",1,"022","SHERBROOKE","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,654,7,-7992267.094,5649609.14
"826","SHD024","SHELDON","SHD",1,"024","SHERBROOKE","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,1150,7,-7992351.759,5649423.42
"827","SHD027","SHELDON","SHD",1,"027","COMPTON","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,431,7,-7997899.011,5663345.086
"828","SHD028","SHELDON","SHD",1,"028","COMPTON","5-maïs-ensilage",NA,6,NA,NA,NA,NA,NA,NA,680,7,-7999846.062,5664632.548
"829","SHD031","SHELDON","SHD",1,"031","COMPTON","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,513,7,-8000048.353,5664448.36
"830","SHD033","SHELDON","SHD",1,"033","SHERBROOKE","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,455,7,-7996528.417,5660331.048
"831","SHD039","SHELDON","SHD",1,"039","COMPTON","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,997,7,-7992982.942,5665031.341
"832","SHF53","SHEFFORD","SHF",3,"53","MISSISQUOI","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,732,7,-8109746.899,5648622.52
"833","SHF56","SHEFFORD","SHF",3,"56","MISSISQUOI","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,1384,7,-8120518.706,5653730.968
"834","SHF57","SHEFFORD","SHF",3,"57","MISSISQUOI","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,453,7,-8112448.897,5648923.396
"835","SHF58","SHEFFORD","SHF",3,"58","MISSISQUOI","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,656,7,-8119199.317,5647171.402
"836","SHP062","SHIPTON","SHP",1,"062","RICHMOND","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,1008,7,-8021438.479,5734806.235
"837","SHP063","SHIPTON","SHP",1,"063","RICHMOND","1-prairie",NA,12,NA,NA,NA,NA,NA,NA,881,7,-8020674.694,5740745.678
"838","SHP066","SHIPTON","SHP",1,"066","RICHMOND","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,1240,7,-8020820.064,5735787.98
"839","SHP068","SHIPTON","SHP",1,"068","RICHMOND","2-céréales",NA,6,NA,NA,NA,NA,NA,NA,970,7,-8021121.496,5735091.797
"840","SIE001","ST-LAURENT","SIE",1,"001","L'ASSOMPTION","1-prairie","luzerne",4,NA,"maïs",NA,NA,NA,NA,1311,7,-8165082.824,5754376.273
"841","SIE002","ST-LAURENT","SIE",1,"002","L'ASSOMPTION","5-maïs-ensilage",NA,3,NA,"céréales",2,NA,NA,NA,1058,7,-8172536.284,5752130.453
"842","SIE003","ST-LAURENT","SIE",1,"003","L'ASSOMPTION","1-prairie","graminées, pissenlit",3,NA,"céréales",1,"navet",2,NA,987,7,-8175322.998,5757907.649
"843","SIE005","ST-LAURENT","SIE",1,"005","L'ASSOMPTION","3-maïs-grain",NA,5,NA,"autres",NA,NA,NA,NA,817,7,-8169520.648,5750700.04
"844","SIE043","ST-LAURENT","SIE",1,"043","L'ASSOMPTION","2-céréales",NA,2,NA,"autres",2,"prairie",NA,NA,155,7,-8175187.774,5758147.877
"845","SIE044","ST-LAURENT","SIE",1,"044","L'ASSOMPTION","2-céréales",NA,2,NA,"prairie",NA,NA,NA,NA,33,7,-8175139.123,5758407.814
"846","SIT05","ST-AIME","SIT",1,"05","NICOLET","3-maïs-grain",NA,7,NA,NA,NA,NA,NA,NA,1065,7,-8064249.457,5812635.541
"847","SIT06","ST-AIME","SIT",1,"06","NICOLET","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1137,7,-8064634.432,5812265.414
"848","SIT07","ST-AIME","SIT",1,"07","NICOLET","3-maïs-grain",NA,7,NA,NA,NA,NA,NA,NA,995,7,-8064587.695,5809545.057
"849","SIT08","ST-AIME","SIT",1,"08","NICOLET","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,995,7,-8065694.139,5808774.512
"850","SJP04","ST-JOSEPH","SJP",2,"04","ST-HYACINTHE","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,64,7,-8126512.946,5714504.751
"851","SJP05","ST-JOSEPH","SJP",2,"05","ST-HYACINTHE","3-maïs-grain",NA,15,NA,NA,NA,NA,NA,NA,91,7,-8126553.054,5713514.553
"852","SJP07","ST-JOSEPH","SJP",2,"07","ST-HYACINTHE","3-maïs-grain",NA,15,NA,NA,NA,NA,NA,NA,59,7,-8143223.237,5724028.425
"853","SJP41","ST-JOSEPH","SJP",2,"41","RICHELIEU","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,894,7,-8128051.864,5765365.304
"854","SJU11","ST-JUDE","SJU",2,"11","YAMASKA","3-maïs-grain",NA,9,NA,NA,NA,NA,NA,NA,1264,7,-8087604.028,5791392.257
"855","SJU17","ST-JUDE","SJU",2,"17","YAMASKA","3-maïs-grain",NA,15,NA,NA,NA,NA,NA,NA,2071,7,-8087365.528,5792158.864
"856","SJU25","ST-JUDE","SJU",2,"25","NICOLET","1-prairie",NA,6,"+ 6 ans",NA,NA,NA,NA,NA,620,7,-8067241.236,5799182.145
"857","SJU40","ST-JUDE","SJU",2,"40","YAMASKA","1-prairie",NA,2,NA,NA,NA,NA,NA,NA,740,7,-8102449.726,5793785.654
"858","SJU53","ST-JUDE","SJU",2,"53","NICOLET","4-pommes de terre",NA,NA,NA,"céréales",NA,NA,NA,NA,1318,7,-8052946.039,5791308.776
"859","SJU55","ST-JUDE","SJU",2,"55","NICOLET","4-pommes de terre",NA,NA,NA,"céréales",NA,NA,NA,NA,1193,7,-8053944.735,5795293.813
"860","SNB022","ST-BENOIT","SNB",1,"022","ARGENTEUIL","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,152,7,-8274006.22,5717682.137
"861","SNB023","ST-BENOIT","SNB",1,"023","ARGENTEUIL","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,96,7,-8273834.51,5717901.927
"862","SNB024","ST-BENOIT","SNB",1,"024","ARGENTEUIL","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,103,7,-8273575.981,5717983.91
"863","SNB025","ST-BENOIT","SNB",1,"025","ARGENTEUIL","6-autres","maïs sucré",3,NA,NA,NA,NA,NA,NA,82,7,-8274760.82,5717567.326
"864","SNB026","ST-BENOIT","SNB",1,"026","ARGENTEUIL","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,207,7,-8287265.847,5715426.386
"865","SNB027","ST-BENOIT","SNB",1,"027","ARGENTEUIL","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,120,7,-8285449.716,5718486.306
"866","SNS003","ST-THOMAS","SNS",2,"003","GATINEAU","3-maïs-grain",NA,20,NA,NA,NA,NA,NA,NA,1072,7,-8472500.276,5710340.705
"867","SNS005","ST-THOMAS","SNS",2,"005","BERTHIER","6-autres","jachère",15,NA,"pommes de terre",1,"céréales",1,NA,107,7,-8157199.651,5777914.656
"868","SNS014","ST-THOMAS","SNS",2,"014","BERTHIER","4-pommes de terre",NA,2,NA,"céréales",1,"pommes de terre",1,NA,10,7,-8160210.4,5771559.048
"869","SNS018","ST-THOMAS","SNS",2,"018","BERTHIER","4-pommes de terre",NA,1,NA,"céréales",1,NA,NA,NA,23,7,-8160482.818,5771959.181
"870","SNS020","ST-THOMAS","SNS",2,"020","ST-MAURICE","3-maïs-grain",NA,4,NA,"céréales",1,"maïs",3,NA,38,7,-8098754.167,5829594.461
"871","SNS028","ST-THOMAS","SNS",2,"028","BERTHIER","6-autres","tabac",1,NA,"céréales",1,NA,NA,NA,21,7,-8160632.225,5771674.431
"872","SNS032","ST-THOMAS","SNS",2,"032","ST-MAURICE","1-prairie",NA,3,NA,"prairie",NA,NA,NA,NA,526,7,-8093098.308,5833770.554
"873","SNS732","ST-THOMAS","SNS",2,"732","BERTHIER","6-autres","tabac",1,NA,"céréales",1,NA,NA,NA,22,7,-8154647.641,5776597.035
"874","SOG003","SOULANGES","SOG",1,"003","SOULANGES","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1249,7,-8254782.436,5673398.589
"875","SOG004","SOULANGES","SOG",1,"004","SOULANGES","5-maïs-ensilage",NA,3,NA,"céréales",1,NA,NA,NA,1423,7,-8256072.996,5673889.182
"876","SOG007","SOULANGES","SOG",1,"007","SOULANGES","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,769,7,-8273919.077,5658880.373
